time,longitude,latitude,elevation,T1,T2,RH1,RH2,VW1,VW2,DW1,DW2,HW1,HW2,P
1997-05-15 10:00:00+00:00,-46.8547,69.9133,1990.0,-22.07,-22.08,53.9,55.5,10.4,10.37,95.5,,2.22,3.34,802.3
1997-05-15 11:00:00+00:00,-46.8547,69.9133,1990.0,-20.84,-20.84,55.73,57.14,10.66,10.62,95.1,,2.23,3.34,802.5
1997-05-15 12:00:00+00:00,-46.8547,69.9133,1990.0,-18.62,-18.61,54.45,55.88,10.46,9.77,97.2,96.7,2.23,3.34,802.3
1997-05-15 13:00:00+00:00,-46.8547,69.9133,1990.0,-16.80,-16.77,55.79,56.96,11.01,10.31,95.5,96.9,2.23,3.34,802.1
1997-05-15 14:00:00+00:00,-46.8547,69.9133,1990.0,-14.94,-14.93,55.03,56.35,10.06,9.42,100.0,99.7,2.22,3.34,802.4
1997-05-15 15:00:00+00:00,-46.8547,69.9133,1990.0,-13.30,-13.29,56.88,57.82,8.14,7.65,120.0,119.3,2.22,3.34,802.5
1997-05-15 16:00:00+00:00,-46.8547,69.9133,1990.0,-12.21,-12.20,55.21,56.25,9.01,8.44,108.3,109.1,2.23,3.35,802.9
1997-05-15 17:00:00+00:00,-46.8547,69.9133,1990.0,-11.45,-11.45,57.17,58.03,9.35,8.75,106.0,106.6,2.23,3.35,802.4
1997-05-15 18:00:00+00:00,-46.8547,69.9133,1990.0,-11.00,-11.00,58.02,58.61,8.73,8.18,104.8,105.2,2.22,3.35,802.4
1997-05-15 19:00:00+00:00,-46.8547,69.9133,1990.0,-11.00,-11.01,59.17,59.69,8.08,7.56,109.2,109.8,2.22,3.35,802.6
1997-05-15 20:00:00+00:00,-46.8547,69.9133,1990.0,-11.46,-11.46,60.81,61.15,7.48,6.99,110.2,110.9,2.22,3.35,802.9
1997-05-15 21:00:00+00:00,-46.8547,69.9133,1990.0,-12.11,-12.13,60.13,60.76,8.1,7.56,111.5,111.8,2.23,3.35,803.2
1997-05-15 22:00:00+00:00,-46.8547,69.9133,1990.0,-13.27,-13.29,61.09,61.73,8.24,7.67,107.6,107.5,2.21,3.35,803.3
1997-05-15 23:00:00+00:00,-46.8547,69.9133,1990.0,-14.64,-14.69,60.62,61.41,8.4,7.83,103.7,105.1,2.22,3.35,803.3
1997-05-16 00:00:00+00:00,-46.8547,69.9133,1990.0,-16.33,-16.37,61.71,62.57,9.25,8.63,102.9,102.4,2.22,3.35,803.4
1997-05-16 01:00:00+00:00,-46.8547,69.9133,1990.0,-18.07,-18.12,61.44,62.45,9.4,8.78,103.8,103.5,2.23,3.34,803.3
1997-05-16 02:00:00+00:00,-46.8547,69.9133,1990.0,-19.46,-19.51,60.68,61.85,9.47,8.83,102.4,102.7,2.23,3.35,803.7
1997-05-16 03:00:00+00:00,-46.8547,69.9133,1990.0,-20.61,-20.66,62.18,63.39,10.47,9.79,102.9,102.6,2.23,3.35,803.9
1997-05-16 04:00:00+00:00,-46.8547,69.9133,1990.0,-21.22,-21.27,62.37,63.52,10.71,10.03,103.6,104.0,2.23,3.35,803.8
1997-05-16 05:00:00+00:00,-46.8547,69.9133,1990.0,-22.24,-22.27,63.55,64.69,11.27,10.55,103.6,103.7,2.23,3.35,803.7
1997-05-16 06:00:00+00:00,-46.8547,69.9133,1990.0,-22.65,-22.70,62.85,64.01,10.78,10.09,102.3,102.1,2.23,3.34,803.7
1997-05-16 07:00:00+00:00,-46.8547,69.9133,1990.0,-22.38,-22.42,61.76,62.8,10.6,9.95,101.1,102.9,2.23,3.35,804.0
1997-05-16 08:00:00+00:00,-46.8547,69.9133,1990.0,-21.68,-21.70,61.3,62.39,11.27,10.55,100.7,100.9,2.23,3.35,804.1
1997-05-16 09:00:00+00:00,-46.8547,69.9133,1990.0,-20.78,-20.80,60.87,61.97,10.87,10.16,99.5,99.8,2.23,3.35,804.2
1997-05-16 10:00:00+00:00,-46.8547,69.9133,1990.0,-19.77,-19.77,60.93,62.0,10.73,10.03,97.0,97.4,2.23,3.35,804.1
1997-05-16 11:00:00+00:00,-46.8547,69.9133,1990.0,-18.13,-18.14,59.81,60.85,9.79,9.17,105.2,105.5,2.23,3.35,804.2
1997-05-16 12:00:00+00:00,-46.8547,69.9133,1990.0,-16.77,-16.74,60.41,61.07,9.48,8.88,104.8,105.2,2.23,3.35,804.4
1997-05-16 13:00:00+00:00,-46.8547,69.9133,1990.0,-15.32,-15.29,60.55,61.02,9.25,8.7,104.2,105.1,2.23,3.35,804.6
1997-05-16 14:00:00+00:00,-46.8547,69.9133,1990.0,-13.84,-13.80,60.84,61.6,9.37,8.78,110.3,110.3,2.23,3.35,804.4
1997-05-16 15:00:00+00:00,-46.8547,69.9133,1990.0,-12.69,-12.67,61.87,62.48,9.46,8.87,108.9,110.1,2.23,3.35,804.3
1997-05-16 16:00:00+00:00,-46.8547,69.9133,1990.0,-11.59,-11.57,62.42,62.94,9.67,9.09,112.7,113.4,2.23,3.35,804.5
1997-05-16 17:00:00+00:00,-46.8547,69.9133,1990.0,-10.51,-10.50,62.75,63.04,8.37,7.88,111.6,112.8,2.23,3.35,804.5
1997-05-16 18:00:00+00:00,-46.8547,69.9133,1990.0,-9.59,-9.58,62.79,62.94,7.7,7.23,111.3,111.4,2.23,3.35,804.7
1997-05-16 19:00:00+00:00,-46.8547,69.9133,1990.0,-9.24,-9.23,63.42,63.46,7.47,7.0,107.0,106.9,2.23,3.35,805.0
1997-05-16 20:00:00+00:00,-46.8547,69.9133,1990.0,-9.34,-9.35,64.56,64.48,7.24,6.77,104.7,105.0,2.23,3.35,805.2
1997-05-16 21:00:00+00:00,-46.8547,69.9133,1990.0,-9.79,-9.82,64.72,64.72,7.25,6.77,105.0,106.1,2.23,3.35,805.5
1997-05-16 22:00:00+00:00,-46.8547,69.9133,1990.0,-10.63,-10.65,66.69,66.69,7.85,7.33,111.5,111.7,2.23,3.35,805.4
1997-05-16 23:00:00+00:00,-46.8547,69.9133,1990.0,-11.35,-11.41,66.01,66.43,8.72,8.13,111.1,111.1,2.23,3.35,805.6
1997-05-17 00:00:00+00:00,-46.8547,69.9133,1990.0,-11.88,-11.94,65.6,66.18,9.26,8.64,112.3,113.2,2.19,3.35,805.9
1997-05-17 01:00:00+00:00,-46.8547,69.9133,1990.0,-12.70,-12.76,65.82,66.39,8.71,8.12,112.2,112.4,2.22,3.35,806.2
1997-05-17 02:00:00+00:00,-46.8547,69.9133,1990.0,-14.18,-14.23,65.99,66.77,8.67,8.07,102.3,102.3,2.23,3.35,806.5
1997-05-17 03:00:00+00:00,-46.8547,69.9133,1990.0,-14.72,-14.77,65.74,66.66,9.45,8.8,100.3,100.2,2.22,3.35,806.6
1997-05-17 04:00:00+00:00,-46.8547,69.9133,1990.0,-14.85,-14.91,66.91,67.75,9.5,8.85,100.8,100.9,2.23,3.35,806.4
1997-05-17 05:00:00+00:00,-46.8547,69.9133,1990.0,-13.75,-13.80,67.59,68.35,9.43,8.8,104.8,104.7,2.23,3.35,806.7
1997-05-17 06:00:00+00:00,-46.8547,69.9133,1990.0,-13.42,-13.46,67.94,68.64,9.49,8.86,105.9,106.5,2.2,3.35,806.7
1997-05-17 07:00:00+00:00,-46.8547,69.9133,1990.0,-14.18,-14.22,66.52,67.19,9.7,9.07,114.3,114.8,2.2,3.3,806.9
1997-05-17 08:00:00+00:00,-46.8547,69.9133,1990.0,-14.57,-14.61,66.84,67.52,10.04,9.38,118.6,118.6,2.23,3.35,807.1
1997-05-17 09:00:00+00:00,-46.8547,69.9133,1990.0,-14.30,-14.31,66.68,67.22,10.1,9.45,116.2,117.3,2.23,3.35,807.6
1997-05-17 10:00:00+00:00,-46.8547,69.9133,1990.0,-13.59,-13.60,66.49,67.06,10.29,9.66,117.6,117.9,2.23,3.35,807.9
1997-05-17 11:00:00+00:00,-46.8547,69.9133,1990.0,-12.43,-12.43,66.81,67.16,9.08,8.5,124.7,124.4,2.23,3.35,808.4
1997-05-17 12:00:00+00:00,-46.8547,69.9133,1990.0,-11.30,-11.28,66.58,66.6,8.59,8.06,125.5,126.0,2.23,3.35,808.6
1997-05-17 13:00:00+00:00,-46.8547,69.9133,1990.0,-9.69,-9.66,67.06,66.89,8.62,8.08,122.7,123.1,2.23,3.35,808.8
1997-05-17 14:00:00+00:00,-46.8547,69.9133,1990.0,-8.09,-8.06,68.41,68.12,8.67,8.16,128.4,128.3,2.23,3.35,808.6
1997-05-17 15:00:00+00:00,-46.8547,69.9133,1990.0,-6.97,-6.95,68.78,68.42,8.34,7.83,122.1,122.9,2.23,3.35,809.0
1997-05-17 16:00:00+00:00,-46.8547,69.9133,1990.0,-5.87,-5.85,69.88,69.13,7.94,7.47,117.0,117.2,2.23,3.35,808.9
1997-05-17 17:00:00+00:00,-46.8547,69.9133,1990.0,-5.19,-5.17,70.02,69.15,7.51,7.04,125.5,125.3,2.23,3.35,808.9
1997-05-17 18:00:00+00:00,-46.8547,69.9133,1990.0,-4.78,-4.78,71.14,70.21,7.53,7.05,122.2,122.7,2.23,3.35,809.0
1997-05-17 19:00:00+00:00,-46.8547,69.9133,1990.0,-4.67,-4.66,71.31,70.36,7.84,7.34,127.3,126.5,2.23,3.35,808.9
1997-05-17 20:00:00+00:00,-46.8547,69.9133,1990.0,-4.82,-4.83,72.82,71.69,7.16,6.7,126.3,126.8,2.23,3.35,808.9
1997-05-17 21:00:00+00:00,-46.8547,69.9133,1990.0,-5.24,-5.25,74.31,73.18,7.02,6.55,111.0,111.4,2.23,3.35,809.2
1997-05-17 22:00:00+00:00,-46.8547,69.9133,1990.0,-5.97,-6.02,75.14,74.07,7.08,6.59,102.2,102.3,2.23,3.35,809.2
1997-05-17 23:00:00+00:00,-46.8547,69.9133,1990.0,-6.34,-6.37,74.7,74.0,9.62,9.02,126.6,126.7,2.23,3.35,809.4
1997-05-18 00:00:00+00:00,-46.8547,69.9133,1990.0,-7.46,-7.50,74.02,73.6,8.56,7.99,119.9,119.8,2.23,3.35,809.4
1997-05-18 01:00:00+00:00,-46.8547,69.9133,1990.0,-8.84,-8.88,72.7,72.6,8.94,8.35,112.6,113.1,2.23,3.35,809.7
1997-05-18 02:00:00+00:00,-46.8547,69.9133,1990.0,-10.12,-10.19,72.91,73.01,8.7,8.11,111.5,112.5,2.23,3.35,809.6
1997-05-18 03:00:00+00:00,-46.8547,69.9133,1990.0,-10.72,-10.77,74.96,75.02,8.62,8.05,111.7,112.6,2.23,3.35,809.6
1997-05-18 04:00:00+00:00,-46.8547,69.9133,1990.0,-9.35,-9.38,76.49,76.36,8.25,7.72,126.8,127.1,2.23,3.35,809.7
1997-05-18 05:00:00+00:00,-46.8547,69.9133,1990.0,-8.09,-8.11,76.83,76.4,8.09,7.63,133.1,133.0,2.23,3.35,809.9
1997-05-18 06:00:00+00:00,-46.8547,69.9133,1990.0,-8.02,-8.04,78.46,77.83,7.75,7.29,132.2,131.6,2.23,3.35,809.9
1997-05-18 07:00:00+00:00,-46.8547,69.9133,1990.0,-7.37,-7.37,78.89,78.24,8.31,7.86,132.3,132.9,2.23,3.35,809.7
1997-05-18 08:00:00+00:00,-46.8547,69.9133,1990.0,-7.32,-7.33,80.1,79.44,7.56,7.13,134.5,134.3,2.23,3.35,810.2
1997-05-18 09:00:00+00:00,-46.8547,69.9133,1990.0,-7.33,-7.33,80.85,79.87,7.88,7.42,131.1,131.8,2.23,3.35,810.5
1997-05-18 10:00:00+00:00,-46.8547,69.9133,1990.0,-6.92,-6.92,82.32,81.29,8.87,8.36,137.8,137.7,2.23,3.35,810.3
1997-05-18 11:00:00+00:00,-46.8547,69.9133,1990.0,-6.46,-6.44,78.09,77.04,8.42,7.94,136.5,136.4,2.23,3.35,810.4
1997-05-18 12:00:00+00:00,-46.8547,69.9133,1990.0,-5.90,-5.87,75.94,74.68,8.49,8.02,134.1,133.2,2.23,3.35,810.8
1997-05-18 13:00:00+00:00,-46.8547,69.9133,1990.0,-5.60,-5.56,75.33,74.32,9.83,9.29,136.2,136.6,2.23,3.35,810.8
1997-05-18 14:00:00+00:00,-46.8547,69.9133,1990.0,-4.65,-4.63,74.09,73.02,9.36,8.85,135.7,136.4,2.23,3.35,810.7
1997-05-18 15:00:00+00:00,-46.8547,69.9133,1990.0,-3.66,-3.62,72.06,70.77,8.8,8.29,141.1,140.0,2.23,3.35,811.0
1997-05-18 16:00:00+00:00,-46.8547,69.9133,1990.0,-3.47,-3.44,73.97,72.66,9.77,9.22,139.9,139.6,2.23,3.35,811.0
1997-05-18 17:00:00+00:00,-46.8547,69.9133,1990.0,-3.16,-3.14,74.17,72.79,9.56,9.0,141.5,141.5,2.23,3.35,810.8
1997-05-18 18:00:00+00:00,-46.8547,69.9133,1990.0,-2.95,-2.93,75.28,73.67,8.56,8.05,144.7,145.1,2.23,3.35,811.0
1997-05-18 19:00:00+00:00,-46.8547,69.9133,1990.0,-3.17,-3.16,76.36,74.69,8.3,7.81,141.4,141.3,2.23,3.35,810.9
1997-05-18 20:00:00+00:00,-46.8547,69.9133,1990.0,-3.19,-3.20,76.74,75.0,7.93,7.44,143.0,142.8,2.23,3.35,810.8
1997-05-18 21:00:00+00:00,-46.8547,69.9133,1990.0,-3.58,-3.58,75.93,74.26,7.36,6.88,144.3,144.7,2.23,3.35,810.9
1997-05-18 22:00:00+00:00,-46.8547,69.9133,1990.0,-4.64,-4.67,77.43,75.99,6.61,6.18,141.4,141.5,2.23,3.35,810.8
1997-05-18 23:00:00+00:00,-46.8547,69.9133,1990.0,-6.27,-6.30,79.13,77.91,5.7,5.32,134.1,133.4,2.23,3.35,810.8
1997-05-19 00:00:00+00:00,-46.8547,69.9133,1990.0,-8.07,-8.12,80.53,79.84,5.57,5.18,136.1,136.6,2.23,3.35,811.0
1997-05-19 01:00:00+00:00,-46.8547,69.9133,1990.0,-8.98,-9.04,79.59,79.04,6.28,5.84,137.2,136.5,2.23,3.35,810.9
1997-05-19 02:00:00+00:00,-46.8547,69.9133,1990.0,-9.32,-9.39,77.97,77.67,6.64,6.17,130.8,130.6,2.23,3.35,811.0
1997-05-19 03:00:00+00:00,-46.8547,69.9133,1990.0,-10.05,-10.11,77.23,77.02,7.32,6.81,128.9,128.2,2.23,3.35,811.0
1997-05-19 04:00:00+00:00,-46.8547,69.9133,1990.0,-10.84,-10.90,77.11,76.98,8.14,7.6,126.1,125.5,2.23,3.35,810.9
1997-05-19 05:00:00+00:00,-46.8547,69.9133,1990.0,-12.14,-12.20,77.09,77.1,8.13,7.6,119.5,119.2,2.23,3.35,810.7
1997-05-19 06:00:00+00:00,-46.8547,69.9133,1990.0,-12.11,-12.16,76.65,76.76,9.07,8.49,119.1,119.3,2.23,3.35,810.4
1997-05-19 07:00:00+00:00,-46.8547,69.9133,1990.0,-12.66,-12.70,75.91,75.75,9.59,8.98,108.0,108.7,2.23,3.35,810.3
1997-05-19 08:00:00+00:00,-46.8547,69.9133,1990.0,-13.14,-13.15,74.48,74.42,9.97,9.35,105.9,107.2,2.23,3.35,809.9
1997-05-19 09:00:00+00:00,-46.8547,69.9133,1990.0,-12.98,-12.98,73.8,73.73,9.79,9.19,108.3,109.3,2.23,3.35,810.0
1997-05-19 10:00:00+00:00,-46.8547,69.9133,1990.0,-12.18,-12.19,73.96,73.9,10.16,9.58,114.6,114.7,2.23,3.35,810.0
1997-05-19 11:00:00+00:00,-46.8547,69.9133,1990.0,-11.45,-11.44,72.72,72.57,10.35,9.77,115.1,115.5,2.23,3.35,809.7
1997-05-19 12:00:00+00:00,-46.8547,69.9133,1990.0,-10.56,-10.51,73.16,72.57,9.74,9.18,115.9,116.5,2.23,3.35,809.9
1997-05-19 13:00:00+00:00,-46.8547,69.9133,1990.0,-9.31,-9.27,72.86,72.23,9.4,8.86,113.7,113.6,2.23,3.35,809.6
1997-05-19 14:00:00+00:00,-46.8547,69.9133,1990.0,-8.05,-8.03,73.12,72.52,8.91,8.41,121.2,121.6,2.23,3.35,809.7
1997-05-19 15:00:00+00:00,-46.8547,69.9133,1990.0,-7.06,-7.03,72.44,71.78,9.22,8.69,120.1,120.7,2.23,3.35,809.4
1997-05-19 16:00:00+00:00,-46.8547,69.9133,1990.0,-5.95,-5.92,72.71,71.67,6.45,6.08,119.0,119.1,2.23,3.35,809.3
1997-05-19 17:00:00+00:00,-46.8547,69.9133,1990.0,-5.23,-5.21,72.8,71.64,7.75,7.3,122.6,122.8,2.23,3.35,809.1
1997-05-19 18:00:00+00:00,-46.8547,69.9133,1990.0,-4.94,-4.91,72.95,71.74,7.78,7.34,125.4,124.6,2.23,3.35,808.8
1997-05-19 19:00:00+00:00,-46.8547,69.9133,1990.0,-4.84,-4.83,73.9,72.68,7.44,6.99,123.6,123.3,2.23,3.35,808.8
1997-05-19 20:00:00+00:00,-46.8547,69.9133,1990.0,-5.02,-5.01,75.01,73.71,7.35,6.9,124.1,124.7,2.23,3.35,808.6
1997-05-19 21:00:00+00:00,-46.8547,69.9133,1990.0,-5.38,-5.38,75.04,73.82,7.17,6.71,124.0,123.9,2.23,3.35,808.4
1997-05-19 22:00:00+00:00,-46.8547,69.9133,1990.0,-6.03,-6.05,75.22,74.15,6.85,6.38,121.9,122.1,2.23,3.35,808.3
1997-05-19 23:00:00+00:00,-46.8547,69.9133,1990.0,-6.96,-7.00,75.3,74.51,6.85,6.37,121.4,121.5,2.23,3.35,807.9
1997-05-20 00:00:00+00:00,-46.8547,69.9133,1990.0,-8.32,-8.37,75.27,74.69,6.84,6.36,120.2,120.6,2.23,3.35,807.9
1997-05-20 01:00:00+00:00,-46.8547,69.9133,1990.0,-9.18,-9.24,75.17,74.83,6.55,6.07,120.0,120.0,2.23,3.35,807.7
1997-05-20 02:00:00+00:00,-46.8547,69.9133,1990.0,-10.17,-10.23,75.87,75.68,6.71,6.23,120.2,119.8,2.23,3.35,807.9
1997-05-20 03:00:00+00:00,-46.8547,69.9133,1990.0,-11.08,-11.16,77.35,77.18,7.32,6.79,114.5,114.1,2.23,3.35,807.5
1997-05-20 04:00:00+00:00,-46.8547,69.9133,1990.0,-12.34,-12.39,77.82,77.66,7.92,7.38,108.7,109.3,2.23,3.35,807.2
1997-05-20 05:00:00+00:00,-46.8547,69.9133,1990.0,-13.18,-13.23,79.06,78.98,8.19,7.63,107.0,107.1,2.23,3.35,807.0
1997-05-20 06:00:00+00:00,-46.8547,69.9133,1990.0,-13.19,-13.25,79.45,79.38,8.65,8.08,106.4,106.7,2.23,3.35,806.5
1997-05-20 07:00:00+00:00,-46.8547,69.9133,1990.0,-12.93,-12.96,78.67,78.24,8.16,7.62,105.1,105.4,2.23,3.35,806.3
1997-05-20 08:00:00+00:00,-46.8547,69.9133,1990.0,-11.63,-11.66,78.2,77.84,9.03,8.43,108.1,108.3,2.23,3.35,806.4
1997-05-20 09:00:00+00:00,-46.8547,69.9133,1990.0,-11.03,-11.05,77.14,76.69,8.77,8.23,114.2,113.9,2.23,3.35,806.4
1997-05-20 10:00:00+00:00,-46.8547,69.9133,1990.0,-10.23,-10.24,77.08,76.63,7.34,6.87,114.5,115.5,2.23,3.35,806.3
1997-05-20 11:00:00+00:00,-46.8547,69.9133,1990.0,-8.88,-8.87,74.88,74.23,6.78,6.36,124.7,124.6,2.23,3.35,806.3
1997-05-20 12:00:00+00:00,-46.8547,69.9133,1990.0,-7.95,-7.91,74.42,73.29,6.19,5.84,128.5,129.5,2.23,3.35,806.4
1997-05-20 13:00:00+00:00,-46.8547,69.9133,1990.0,-6.40,-6.37,74.71,73.43,6.03,5.7,134.0,133.1,2.23,3.35,806.4
1997-05-20 14:00:00+00:00,-46.8547,69.9133,1990.0,-5.45,-5.41,74.44,73.1,6.24,5.89,130.6,131.2,2.23,3.35,806.5
1997-05-20 15:00:00+00:00,-46.8547,69.9133,1990.0,-4.96,-4.92,76.49,75.07,6.51,6.15,129.9,129.7,2.23,3.35,806.3
1997-05-20 16:00:00+00:00,-46.8547,69.9133,1990.0,-4.31,-4.25,77.35,75.67,6.16,5.8,139.2,139.8,2.23,3.35,806.2
1997-05-20 17:00:00+00:00,-46.8547,69.9133,1990.0,-3.83,-3.79,75.33,73.67,5.77,5.43,140.0,139.9,2.23,3.35,806.0
1997-05-20 18:00:00+00:00,-46.8547,69.9133,1990.0,-3.88,-3.85,75.61,73.98,5.68,5.35,142.4,142.3,2.23,3.35,805.8
1997-05-20 19:00:00+00:00,-46.8547,69.9133,1990.0,-3.81,-3.79,73.86,72.42,4.51,4.33,145.5,145.8,2.23,3.35,805.6
